"Data","NrParagonu","Produkt"
NA,"PA 333/S07/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 333/S07/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 334/S07/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 334/S07/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 334/S07/01/2019","2_KOBIETA :  BUTY_ZIMA"
NA,"PA 180/S08/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 180/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 181/S08/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 181/S08/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 181/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 181/S08/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 183/S08/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 183/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 184/S08/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 184/S08/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 185/S08/01/2019","2_KOBIETA :  SUKIENKA"
NA,"PA 185/S08/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 185/S08/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 185/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 185/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 186/S08/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 186/S08/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 186/S08/01/2019","3_CHPAK :  BLUZA"
NA,"PA 187/S08/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 187/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 187/S08/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 190/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 190/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 192/S08/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 192/S08/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 193/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 193/S08/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 193/S08/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 193/S08/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 193/S08/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 193/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 193/S08/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 194/S08/01/2019","1_M石CZYZNA :  POLO"
NA,"PA 194/S08/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 194/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 195/S08/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 195/S08/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 195/S08/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 195/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 195/S08/01/2019","3_CHPAK :  LONG SLEEVE"
NA,"PA 195/S08/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 196/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 196/S08/01/2019","2_KOBIETA :  KLAPKI"
NA,"PA 197/S08/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 197/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 201/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 201/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 202/S08/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 202/S08/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 202/S08/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 203/S08/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 203/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 203/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 203/S08/01/2019","3_CHPAK :  BUTY LIFESTYLE_TRAMPEK MID"
NA,"PA 203/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 204/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 204/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 205/S08/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 205/S08/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 207/S08/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 207/S08/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 209/S08/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 209/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 210/S08/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 210/S08/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 211/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 211/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 212/S08/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 212/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 213/S08/01/2019","3_CHPAK :  BLUZA"
NA,"PA 213/S08/01/2019","3_CHPAK :  KURTKA"
NA,"PA 213/S08/01/2019","3_CHPAK :  BUTY_ZIMA"
NA,"PA 214/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 214/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 214/S08/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 214/S08/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 215/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 215/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 217/S08/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 217/S08/01/2019","3_CHPAK :  BUTY_ZIMA"
NA,"PA 218/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 218/S08/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 218/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK POZ LOW"
NA,"PA 218/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P MID"
NA,"PA 219/S08/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 219/S08/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 221/S08/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 221/S08/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 222/S08/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 222/S08/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P MID"
NA,"PA 164/S09/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 164/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 165/S09/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 165/S09/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 166/S09/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 166/S09/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 166/S09/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 169/S09/01/2019","1_M石CZYZNA :  POLO"
NA,"PA 169/S09/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 169/S09/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 169/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 174/S09/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 174/S09/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 175/S09/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 175/S09/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 176/S09/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 176/S09/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 176/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 176/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 177/S09/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 177/S09/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 178/S09/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 178/S09/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 179/S09/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 179/S09/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 179/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 180/S09/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 180/S09/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 180/S09/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 180/S09/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 180/S09/01/2019","3_CHPAK :  BUTY_ZIMA"
NA,"PA 181/S09/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 181/S09/01/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 181/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 181/S09/01/2019","4_DZIEWCZYNA :  LONG SLEEVE"
NA,"PA 182/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 182/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 183/S09/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 183/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 183/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 183/S09/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 183/S09/01/2019","1_M石CZYZNA :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 183/S09/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 183/S09/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 189/S09/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 189/S09/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 189/S09/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 189/S09/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 181/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 181/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 182/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 182/S10/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 187/S10/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 187/S10/01/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 189/S10/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 189/S10/01/2019","1_M石CZYZNA :  KURTKA"
NA,"PA 189/S10/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 189/S10/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 189/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 189/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 192/S10/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 192/S10/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 192/S10/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 193/S10/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 193/S10/01/2019","3_CHPAK :  LONG SLEEVE"
NA,"PA 196/S10/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 196/S10/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 197/S10/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 197/S10/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 198/S10/01/2019","5_AKCESORIA :  PLECAK"
NA,"PA 198/S10/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 200/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 200/S10/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 200/S10/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 200/S10/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 201/S10/01/2019","4_DZIEWCZYNA :  BLUZA"
NA,"PA 201/S10/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 203/S10/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 203/S10/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 205/S10/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 205/S10/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 189/S11/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 189/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 189/S11/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_TRAMPEK S/P MID"
NA,"PA 190/S11/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 190/S11/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 190/S11/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 191/S11/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 191/S11/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 191/S11/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 195/S11/01/2019","4_DZIEWCZYNA :  SPODNIE"
NA,"PA 195/S11/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 195/S11/01/2019","3_CHPAK :  BLUZA"
NA,"PA 196/S11/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 196/S11/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 197/S11/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 197/S11/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 197/S11/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 197/S11/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 197/S11/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 198/S11/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 198/S11/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 198/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 199/S11/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 199/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 201/S11/01/2019","1_M石CZYZNA :  BUTY PIARSKIE&HAL覹KI"
NA,"PA 201/S11/01/2019","5_AKCESORIA :  AKCESORIA PIARSKIE"
NA,"PA 202/S11/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 202/S11/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 203/S11/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 203/S11/01/2019","6_BIELIZNA :  BIELIZNA TERMOAKTYWNA"
NA,"PA 205/S11/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 205/S11/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 207/S11/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 207/S11/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 210/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 210/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 213/S11/01/2019","2_KOBIETA :  TIGHT"
NA,"PA 213/S11/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 213/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 214/S11/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 214/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 219/S11/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 219/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 219/S11/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 219/S11/01/2019","3_CHPAK :  BUTY LIFESTYLE_SPORT POZ LOW"
NA,"PA 220/S11/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 220/S11/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 221/S11/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 221/S11/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 222/S11/01/2019","5_AKCESORIA :  TORBA TRENINGOWA"
NA,"PA 222/S11/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 222/S11/01/2019","1_M石CZYZNA :  BUTY RUN&TRAIN"
NA,"PA 106/S12/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 106/S12/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 107/S12/01/2019","2_KOBIETA :  KURTKA"
NA,"PA 107/S12/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 116/S12/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 116/S12/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 117/S12/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 117/S12/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 119/S12/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 119/S12/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 258/S13/01/2019","2_KOBIETA :  SLEEVELESS"
NA,"PA 258/S13/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 259/S13/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 259/S13/01/2019","3_CHPAK :  SPODNIE"
NA,"PA 259/S13/01/2019","2_KOBIETA :  SPODNIE"
NA,"PA 260/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 260/S13/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 260/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 262/S13/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 262/S13/01/2019","1_M石CZYZNA :  BLUZA"
NA,"PA 262/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 265/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 265/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 267/S13/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 267/S13/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 269/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 269/S13/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 271/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 271/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 271/S13/01/2019","4_DZIEWCZYNA :  T-SHIRT"
NA,"PA 271/S13/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 275/S13/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 275/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 276/S13/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 276/S13/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 279/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 279/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 282/S13/01/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 282/S13/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 285/S13/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 285/S13/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 285/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 285/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 285/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 285/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 286/S13/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 286/S13/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 286/S13/01/2019","2_KOBIETA :  BUTY_ZIMA"
NA,"PA 287/S13/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 287/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 293/S13/01/2019","1_M石CZYZNA :  POLO"
NA,"PA 293/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 293/S13/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 293/S13/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 294/S13/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 294/S13/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 295/S13/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 295/S13/01/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 296/S13/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 296/S13/01/2019","6_BIELIZNA :  MAJTKI"
NA,"PA 298/S13/01/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 298/S13/01/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 301/S13/01/2019","2_KOBIETA :  BLUZA"
NA,"PA 301/S13/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 301/S13/01/2019","4_DZIEWCZYNA :  SPODNIE"
NA,"PA 301/S13/01/2019","3_CHPAK :  LONG SLEEVE"
NA,"PA 303/S13/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 303/S13/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 303/S13/01/2019","2_KOBIETA :  BUTY LIFESTYLE_TRAMPEK S/P LOW"
NA,"PA 169/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 169/S14/01/2019","1_M石CZYZNA :  BUTY_ZIMA"
NA,"PA 170/S14/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 170/S14/01/2019","3_CHPAK :  BUTY_ZIMA"
NA,"PA 174/S14/01/2019","5_AKCESORIA :  R蔏AWICE SPORTOWE"
NA,"PA 174/S14/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 174/S14/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 177/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 177/S14/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 177/S14/01/2019","5_AKCESORIA :  TORBA"
NA,"PA 182/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 182/S14/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 182/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 183/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 183/S14/01/2019","1_M石CZYZNA :  BUTY OUTDOOR LOW"
NA,"PA 184/S14/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 184/S14/01/2019","1_M石CZYZNA :  KLAPKI"
NA,"PA 187/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 187/S14/01/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 187/S14/01/2019","1_M石CZYZNA :  LONG SLEEVE"
NA,"PA 187/S14/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 189/S14/01/2019","5_AKCESORIA :  AKCESORIA OBUWNICZE"
NA,"PA 189/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 189/S14/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT MID"
NA,"PA 189/S14/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 193/S14/01/2019","1_M石CZYZNA :  SPODNIE"
NA,"PA 193/S14/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 193/S14/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 194/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 194/S14/01/2019","3_CHPAK :  T-SHIRT"
NA,"PA 194/S14/01/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 195/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 195/S14/01/2019","1_M石CZYZNA :  T-SHIRT"
NA,"PA 197/S14/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 197/S14/01/2019","6_BIELIZNA :  SKARPETY INNE"
NA,"PA 197/S14/01/2019","5_AKCESORIA :  AKCESORIA ZIMOWE"
NA,"PA 198/S14/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 198/S14/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 198/S14/01/2019","2_KOBIETA :  T-SHIRT"
NA,"PA 198/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 198/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 200/S14/01/2019","5_AKCESORIA :  AKCESORIA R盈NE"
NA,"PA 200/S14/01/2019","6_BIELIZNA :  SKARPETY DGIE"
NA,"PA 200/S14/01/2019","6_BIELIZNA :  STOPKI"
NA,"PA 200/S14/01/2019","1_M石CZYZNA :  BUTY LIFESTYLE_SPORT S/P LOW"
NA,"PA 201/S14/01/2019","6_BIELIZNA :  SKARPETY KR覶KIE (QUARTER)"
NA,"PA 201/S14/01/2019","5_AKCESORIA :  CZAPKA"
NA,"PA 279/S15/01/2019","1_M石CZYZNA :  KURTKA"
